id,kategori,kaynak_kurum,rag_status,anonimlestirme_durumu,neden,dosya,manuel_sonuc,not,inceleyen,inceleme_tarihi
YARG-004,bilgilendirme_metni,Anayasa Mahkemesi Başkanlığı,candidate,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/bilgilendirme_metni/YARG-004_aym_iyuk_parasal_sinirlar_iptal_karari.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
GIB-CY-015,cevap_yazisi,Konya Defterdarlığı,candidate,uygun,,datasets/resmi_yazisma/02_cevap_yazisi/06_olumlu_cevap/GIB-CY-015_ogretmenevi-ve-aksam-sanat-okulu-mudurlugu-adna-kaytl-araclarda-motorl.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
DY-026,diger_resmi_yazisma,Düzce Üniversitesi,candidate,uygun,,datasets/resmi_yazisma/04_diger_resmi_yazisma/09_tutanak/DY-026_toplanti-tutanak-formu.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
DILEKCE-0CDB1C17,dilekce,dilekceornegi.net,reference_only,uygun,,datasets/resmi_yazisma/99_reddedilenler/dilekce_makaleleri/dilekceornegi_sgk_dul_ve_yetim_ayligi_basvuru_dilekcesi.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
GIB-UY-013,ust_yazi,Gelir İdaresi Başkanlığı,candidate,uygun,,datasets/resmi_yazisma/01_ust_yazi/01_ek_belge_iletimi/GIB-UY-013_otv-kanununa-ekli-i-sayili-listede-yer-alan-mallarin-ithalinde-gumruk-.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-01-035,01_ust_yazi,Sentetik veri üretimi,candidate,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/ust_yazi/OS-01-035.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-02-093,02_cevap_yazisi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/cevap_yazisi/OS-02-093.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-03-195,03_bilgilendirme_metni,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/bilgilendirme_metni/OS-03-195.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-04-195,04_diger_resmi_yazisma,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/diger_resmi_yazisma/OS-04-195.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
GIB-BM-007,bilgilendirme_metni,Gelir İdaresi Başkanlığı,candidate,uygun,,datasets/resmi_yazisma/03_bilgilendirme_metni/04_mevzuat_hak_yukumluluk/GIB-BM-007_enflasyon-duzeltmesi-uygulamas.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
CY-034,cevap_yazisi,Türkiye Büyük Millet Meclisi,rejected,uygun,,datasets/resmi_yazisma/02_cevap_yazisi/03_bilgi_edinme/CY-034_7-41896-sayistayin-faaliyetlerine-iliskin.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
YOK_SIMULASYON_002,diger_resmi_yazisma,Yükseköğretim Kurulu,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/pdf/YOK_SIMULASYON_002.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
DILEKCE-483691ED,dilekce,Sosyal Güvenlik Kurumu,candidate,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/dilekce/sgk_emeklilik_basvuru_sgk_emeklilik_basvuru_dilekcesi_ornek_3.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
GIB-UY-041,ust_yazi,Gelir İdaresi Başkanlığı,candidate,uygun,,datasets/resmi_yazisma/01_ust_yazi/01_ek_belge_iletimi/GIB-UY-041_kultur-tabiat-varliklari-hk.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-01-111,01_ust_yazi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/ust_yazi/OS-01-111.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
